local_id	global_id	country	cnt_count	cnt_age_mean	cnt_age_l	cnt_age_r	cnt_sex	cnt_home	cnt_work	cnt_school	cnt_transport	cnt_leisure	cnt_otherplace	cnt_frequency	cnt_touch	cnt_duration
105	7358	BE	9	57	57	 	F	0	0	0	1	1	0	3	1	4
105	7358	BE	9	10	10	 	M	0	0	0	0	0	1	3	2	1
106	7359	BE	8	30	30	 	F	0	0	0	0	0	1	3	1	4
106	7359	BE	8	15	15	 	F	1	0	0	0	0	0	1	1	1
106	7359	BE	8	59	59	 	M	0	0	0	0	0	1	3	1	4
106	7359	BE	8	36	36	 	M	0	0	0	0	0	1	3	1	4
106	7359	BE	8	57	57	 	F	0	0	0	0	0	1	4	1	4
106	7359	BE	8	20	20	 	F	1	0	0	0	0	0	2	1	5
106	7359	BE	8	32	32	 	F	0	0	0	0	0	1	4	1	4
106	7359	BE	8	53	53	 	F	0	0	0	0	0	1	4	1	4
107	7360	BE	7	5	5	 	F	0	0	0	0	1	0	2	1	3
107	7360	BE	7	5	5	 	F	0	0	0	0	1	0	2	2	3
107	7360	BE	7	31	31	 	F	0	0	0	0	1	0	3	2	3
107	7360	BE	7	1	1	 	M	1	0	0	1	0	0	1	1	5
107	7360	BE	7	39	39	 	M	1	0	0	1	0	0	1	1	5
107	7360	BE	7	8	8	 	F	0	0	0	0	1	1	5	2	2
107	7360	BE	7	31	31	 	F	1	0	0	1	0	0	1	1	5
108	7361	BE	56	39	39	 	 	0	1	0	0	0	0	2	1	3
108	7361	BE	56	37	35	40	F	0	0	0	0	1	0	3	2	1
108	7361	BE	56	29	29	 	 	0	1	0	0	0	0	5	2	3
108	7361	BE	56	9	9	 	 	0	1	0	0	0	0	2	2	4
108	7361	BE	56	57	57	 	 	0	1	0	0	0	0	5	2	2
108	7361	BE	56	62	60	65	M	1	0	0	0	0	0	4	1	5
108	7361	BE	56	27	25	30	M	1	0	0	0	0	0	4	1	3
108	7361	BE	56	38	38	 	 	0	1	0	0	0	0	2	2	2
108	7361	BE	56	32	32	 	 	0	1	0	0	0	0	1	2	2
108	7361	BE	56	17	15	20	M	0	0	0	0	1	0	3	2	1
108	7361	BE	56	24	24	 	 	0	1	0	0	0	0	1	2	4
108	7361	BE	56	1	1	2	M	1	0	0	0	0	0	4	1	3
108	7361	BE	56	48	48	 	 	0	1	0	0	0	0	1	2	1
108	7361	BE	56	1	1	2	M	1	0	0	0	0	0	4	1	3
108	7361	BE	56	37	35	40	M	0	1	0	0	0	0	2	1	2
108	7361	BE	56	22	20	25	M	0	1	0	0	0	0	2	1	5
108	7361	BE	56	10	10	 	 	0	1	0	0	0	0	1	1	3
108	7361	BE	56	52	52	 	 	0	1	0	0	0	0	2	2	5
108	7361	BE	56	52	52	 	 	0	1	0	0	0	0	2	1	2
108	7361	BE	56	30	30	 	 	0	1	0	0	0	0	2	2	5
108	7361	BE	56	77	75	80	M	0	0	0	0	1	0	3	2	1
108	7361	BE	56	27	25	30	F	1	0	0	0	0	0	4	1	3
108	7361	BE	56	48	48	 	 	0	1	0	0	0	0	1	2	2
108	7361	BE	56	32	32	 	 	0	1	0	0	0	0	1	2	3
108	7361	BE	56	62	60	65	F	1	0	0	0	0	0	3	1	5
108	7361	BE	56	62	60	65	M	1	0	0	0	0	0	3	1	5
108	7361	BE	56	8	8	 	 	0	1	0	0	0	0	2	1	2
108	7361	BE	56	12	12	 	F	1	0	0	0	0	0	1	1	5
108	7361	BE	56	51	51	 	 	0	1	0	0	0	0	2	1	2
108	7361	BE	56	37	35	40	F	0	0	0	0	1	0	3	2	1
108	7361	BE	56	32	30	35	M	0	0	0	0	1	0	5	2	1
108	7361	BE	56	32	30	35	M	0	0	0	0	1	0	3	2	4
108	7361	BE	56	56	56	 	 	0	1	0	0	0	0	1	1	2
108	7361	BE	56	36	36	 	 	0	1	0	0	0	0	1	2	2
108	7361	BE	56	24	24	 	 	0	1	0	0	0	0	2	1	4
108	7361	BE	56	44	44	 	 	0	1	0	0	0	0	3	1	3
108	7361	BE	56	47	45	50	F	0	0	0	0	0	1	4	2	1
108	7361	BE	56	58	58	 	 	0	1	0	0	0	0	1	2	5
108	7361	BE	56	9	9	 	M	1	0	0	0	0	0	1	1	5
108	7361	BE	56	32	30	35	M	0	1	0	0	0	0	2	1	5
108	7361	BE	56	52	50	55	F	0	0	0	0	1	0	3	1	4
108	7361	BE	56	26	26	 	 	0	1	0	0	0	0	2	2	2
108	7361	BE	56	29	29	 	 	0	1	0	0	0	0	2	2	3
108	7361	BE	56	24	24	 	 	0	1	0	0	0	0	2	2	2
108	7361	BE	56	27	25	30	M	0	0	0	0	1	0	5	2	1
108	7361	BE	56	8	8	 	 	0	1	0	0	0	0	1	2	2
108	7361	BE	56	62	60	65	F	1	0	0	0	0	0	4	1	5
108	7361	BE	56	7	7	 	 	0	1	0	0	0	0	3	2	3
108	7361	BE	56	42	40	45	M	0	1	0	0	0	0	2	1	2
108	7361	BE	56	47	45	50	M	0	1	0	0	0	0	2	1	5
108	7361	BE	56	46	46	 	 	0	1	0	0	0	0	1	1	5
108	7361	BE	56	41	41	 	 	0	1	0	0	0	0	1	1	1
108	7361	BE	56	23	23	 	 	0	1	0	0	0	0	4	1	3
108	7361	BE	56	57	57	 	 	0	1	0	0	0	0	2	1	3
108	7361	BE	56	37	35	40	F	1	0	0	0	0	0	1	1	5
108	7361	BE	56	32	30	35	M	0	0	0	0	1	0	5	2	1
109	7362	BE	5	63	63	 	M	1	0	0	0	0	0	1	1	5
109	7362	BE	5	58	58	 	F	0	0	0	0	0	1	4	1	1
109	7362	BE	5	59	59	 	F	0	0	0	0	1	0	2	2	2
109	7362	BE	5	50	50	 	F	0	0	0	0	1	0	3	1	4
109	7362	BE	5	57	57	 	F	0	0	0	0	1	0	2	2	2
110	7363	BE	25	1	1	 	M	1	0	0	0	0	0	1	1	4
110	7363	BE	25	33	32	35	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	27	24	30	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	42	40	45	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	32	30	35	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	35	34	36	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	27	25	30	M	0	0	0	0	0	1	5	2	5
110	7363	BE	25	34	30	38	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	41	40	43	M	0	0	0	0	0	1	5	2	5
110	7363	BE	25	47	45	50	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	42	40	45	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	32	30	35	M	0	0	0	0	0	1	5	2	5
110	7363	BE	25	57	55	60	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	27	27	 	F	1	0	0	0	0	0	1	1	5
110	7363	BE	25	52	50	55	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	51	50	53	F	0	1	0	0	0	0	2	2	5
110	7363	BE	25	31	30	32	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	31	30	32	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	32	30	35	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	27	25	30	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	27	25	30	F	0	0	0	0	0	1	3	2	3
110	7363	BE	25	32	30	35	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	35	34	37	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	32	30	35	M	0	1	0	0	0	0	2	2	5
110	7363	BE	25	36	35	37	M	0	1	0	0	0	0	2	2	5
111	7364	BE	34	27	25	30	F	0	0	0	0	0	1	5	2	2
111	7364	BE	34	24	24	 	 	0	1	0	0	0	0	2	1	2
111	7364	BE	34	70	70	 	F	0	0	0	0	0	1	2	1	3
111	7364	BE	34	50	50	 	 	0	1	0	0	0	0	3	1	2
111	7364	BE	34	44	44	 	 	0	1	0	0	0	0	1	2	3
111	7364	BE	34	27	27	 	 	0	1	0	0	0	0	1	2	1
111	7364	BE	34	40	40	 	 	0	1	0	0	0	0	3	1	3
111	7364	BE	34	56	56	 	 	0	1	0	0	0	0	2	2	3
111	7364	BE	34	25	25	 	 	0	1	0	0	0	0	2	2	4
111	7364	BE	34	41	41	 	 	0	1	0	0	0	0	1	2	4
111	7364	BE	34	37	37	 	M	1	0	0	0	0	0	1	1	4
111	7364	BE	34	20	20	 	 	0	1	0	0	0	0	2	2	3
111	7364	BE	34	40	40	 	 	0	1	0	0	0	0	2	2	3
111	7364	BE	34	53	53	 	 	0	1	0	0	0	0	1	2	1
111	7364	BE	34	42	42	 	 	0	1	0	0	0	0	4	2	1
111	7364	BE	34	19	19	 	 	0	1	0	0	0	0	5	1	2
111	7364	BE	34	53	53	 	 	0	1	0	0	0	0	2	1	2
111	7364	BE	34	27	27	 	 	0	1	0	0	0	0	1	2	1
111	7364	BE	34	50	50	 	 	0	1	0	0	0	0	1	2	4
111	7364	BE	34	24	24	 	 	0	1	0	0	0	0	5	2	2
111	7364	BE	34	19	19	 	 	0	1	0	0	0	0	1	1	5
111	7364	BE	34	53	53	 	 	0	1	0	0	0	0	2	1	2
111	7364	BE	34	20	20	 	 	0	1	0	0	0	0	1	2	5
111	7364	BE	34	54	54	 	 	0	1	0	0	0	0	4	1	2
111	7364	BE	34	53	53	 	 	0	1	0	0	0	0	1	1	3
111	7364	BE	34	7	7	 	F	1	0	0	0	0	0	1	1	5
111	7364	BE	34	41	41	 	 	0	1	0	0	0	0	1	1	5
111	7364	BE	34	38	38	 	 	0	1	0	0	0	0	1	1	3
111	7364	BE	34	53	53	 	 	0	1	0	0	0	0	2	2	1
111	7364	BE	34	19	19	 	 	0	1	0	0	0	0	1	2	4
111	7364	BE	34	23	23	 	 	0	1	0	0	0	0	1	2	5
111	7364	BE	34	39	39	 	 	0	1	0	0	0	0	1	2	3
111	7364	BE	34	60	60	 	 	0	1	0	0	0	0	2	1	4
111	7364	BE	34	55	55	 	 	0	1	0	0	0	0	2	2	1
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	2	2
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	1	2	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	5	2	3
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	1	3
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	1	5
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	1	2
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	1	1	2
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	2	1	2
112	7365	BE	113	49	49	 	F	1	0	0	0	0	0	1	1	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	2	1	2
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	5	2	2
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	2	5
112	7365	BE	113	29	29	 	F	0	1	0	0	0	0	1	2	2
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	1	1	1
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	1	2
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	1	2	2
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	1	2	3
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	1	2	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	2	1	2
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	5	2	2
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	1	1	3
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	2	1	2
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	1	1	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	3	1	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	1	1	5
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	3	1	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	2	2	1
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	3	1	5
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	2	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	1	1
112	7365	BE	113	48	48	 	M	1	0	0	0	0	0	1	1	4
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	2	3
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	1	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	1	5
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	1	1	3
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	1	2	5
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	3	1	4
112	7365	BE	113	25	23	27	F	0	1	0	0	0	0	1	2	1
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	3	1	2
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	2	2	5
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	1	2	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	5	1	3
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	2	2	3
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	1	1	5
112	7365	BE	113	43	40	46	F	0	1	0	0	0	0	1	2	3
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	4	2	2
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	3	1	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	4	2	1
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	2	5
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	3	1	3
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	1	2	2
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	1	2
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	2	2	5
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	1	2	5
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	4	2	2
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	5	1	4
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	3	2	1
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	1	3
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	3	1	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	2	1	3
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	2	1	3
112	7365	BE	113	16	16	 	F	1	0	0	0	0	0	1	1	4
112	7365	BE	113	21	21	 	F	0	1	0	0	0	0	1	2	3
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	1	1	3
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	3	2	3
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	2	2	2
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	3	1	2
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	1	2	4
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	1	1	5
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	3	1	2
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	3	1	4
112	7365	BE	113	25	24	26	F	0	1	0	0	0	0	1	2	3
112	7365	BE	113	29	28	30	M	0	1	0	0	0	0	1	2	2
112	7365	BE	113	23	23	 	M	1	0	0	0	0	0	1	1	3
112	7365	BE	113	12	12	 	 	0	1	0	0	0	0	1	1	5
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	5	1	4
112	7365	BE	113	15	15	 	 	0	1	0	0	0	0	1	2	4
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	1	1
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	2	2	3
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	5	2	3
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	5	1	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	2	2	4
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	1	2	3
112	7365	BE	113	21	21	 	F	0	1	0	0	0	0	1	1	1
112	7365	BE	113	22	22	23	M	0	1	0	0	0	0	1	1	1
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	4	2	2
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	3	1	2
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	5	1	3
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	5	1	3
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	2	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	2	2	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	3	1	3
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	2	2
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	1	2	5
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	1	1
112	7365	BE	113	23	22	25	M	0	1	0	0	0	0	1	2	2
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	5	1	3
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	1	2	3
112	7365	BE	113	13	13	 	 	0	1	0	0	0	0	2	1	4
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	2	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	1	2	1
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	3	1	4
112	7365	BE	113	14	14	 	 	0	1	0	0	0	0	2	2	4
112	7365	BE	113	17	17	 	 	0	1	0	0	0	0	2	1	2
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	2	1
112	7365	BE	113	16	16	 	 	0	1	0	0	0	0	1	1	5
113	7366	BE	12	12	12	 	M	0	0	0	0	0	1	2	2	2
113	7366	BE	12	48	48	 	M	1	0	0	0	0	0	1	1	5
113	7366	BE	12	41	41	 	F	0	0	0	0	0	1	2	2	4
113	7366	BE	12	10	10	 	F	0	0	0	0	0	1	2	2	2
113	7366	BE	12	41	41	 	M	0	1	0	0	0	0	2	2	5
113	7366	BE	12	52	50	55	M	0	0	0	1	0	0	2	2	3
113	7366	BE	12	46	45	48	F	1	0	0	0	0	0	3	1	2
113	7366	BE	12	42	40	45	F	0	0	0	0	0	1	4	2	1
113	7366	BE	12	27	25	30	M	0	0	0	1	0	0	3	2	1
113	7366	BE	12	47	45	50	F	0	1	0	0	0	0	2	2	1
113	7366	BE	12	17	17	 	F	1	0	0	0	0	0	1	1	5
113	7366	BE	12	62	60	65	F	0	0	0	0	0	1	2	2	1
114	7367	BE	15	82	80	85	M	0	1	0	0	0	0	1	2	4
114	7367	BE	15	65	60	70	M	0	1	0	0	0	0	1	2	5
114	7367	BE	15	77	75	80	M	0	1	0	0	0	0	1	2	3
114	7367	BE	15	62	60	65	M	0	1	0	0	0	0	1	2	3
114	7367	BE	15	82	80	85	M	0	1	0	0	0	0	1	2	4
114	7367	BE	15	22	20	25	M	0	1	0	0	0	0	1	2	4
114	7367	BE	15	27	25	30	F	0	1	0	0	0	0	1	2	5
114	7367	BE	15	42	40	45	M	0	1	0	0	0	0	2	2	5
114	7367	BE	15	35	30	40	F	0	1	0	0	0	0	2	2	5
114	7367	BE	15	42	40	45	F	0	1	0	0	0	0	2	2	3
114	7367	BE	15	72	70	75	M	0	1	0	0	0	0	1	2	4
114	7367	BE	15	37	35	40	M	0	1	0	0	0	0	2	2	5
114	7367	BE	15	35	30	40	F	0	1	0	0	0	0	2	2	4
114	7367	BE	15	62	60	65	M	0	1	0	0	0	0	1	2	3
114	7367	BE	15	72	70	75	M	0	1	0	0	0	0	1	2	5
115	7368	BE	7	25	25	 	M	1	0	0	0	0	0	1	1	4
115	7368	BE	7	56	56	 	F	0	0	0	1	0	0	3	1	4
115	7368	BE	7	57	55	60	M	0	0	0	0	0	1	2	2	3
115	7368	BE	7	47	45	50	F	0	0	0	0	0	1	1	2	2
115	7368	BE	7	33	33	 	F	1	0	0	0	0	0	2	1	3
115	7368	BE	7	54	54	 	F	0	0	0	0	1	0	3	1	4
115	7368	BE	7	27	25	30	F	0	0	0	0	0	1	2	2	2
116	7369	BE	47	46	46	 	 	0	1	0	0	0	0	2	1	5
116	7369	BE	47	20	20	 	F	0	0	0	0	0	1	4	2	3
116	7369	BE	47	48	48	 	 	0	1	0	0	0	0	1	2	2
116	7369	BE	47	29	29	 	 	0	1	0	0	0	0	1	2	5
116	7369	BE	47	18	18	 	 	0	1	0	0	0	0	2	1	4
116	7369	BE	47	5	5	 	 	0	1	0	0	0	0	5	1	3
116	7369	BE	47	49	49	 	 	0	1	0	0	0	0	3	2	1
116	7369	BE	47	52	50	55	M	0	0	0	0	1	0	5	1	2
116	7369	BE	47	22	22	 	F	0	0	0	0	0	1	2	1	3
116	7369	BE	47	21	21	 	 	0	1	0	0	0	0	2	1	4
116	7369	BE	47	40	40	 	 	0	1	0	0	0	0	1	2	4
116	7369	BE	47	47	45	50	F	0	0	0	0	1	0	5	1	2
116	7369	BE	47	44	44	 	 	0	1	0	0	0	0	2	2	3
116	7369	BE	47	47	47	 	 	0	1	0	0	0	0	1	1	3
116	7369	BE	47	27	27	 	 	0	1	0	0	0	0	1	2	4
116	7369	BE	47	52	50	55	F	0	0	0	0	1	0	3	1	3
116	7369	BE	47	26	26	 	 	0	1	0	0	0	0	3	1	2
116	7369	BE	47	56	56	 	 	0	1	0	0	0	0	1	2	5
116	7369	BE	47	23	23	 	F	0	0	0	0	0	1	4	2	3
116	7369	BE	47	54	54	 	 	0	1	0	0	0	0	1	1	1
116	7369	BE	47	36	36	 	 	0	1	0	0	0	0	2	1	3
116	7369	BE	47	28	28	 	 	0	1	0	0	0	0	2	2	3
116	7369	BE	47	38	38	 	 	0	1	0	0	0	0	1	2	5
116	7369	BE	47	29	29	 	 	0	1	0	0	0	0	4	2	1
116	7369	BE	47	42	42	 	 	0	1	0	0	0	0	3	2	2
116	7369	BE	47	23	23	 	 	0	1	0	0	0	0	4	2	1
116	7369	BE	47	32	30	35	M	0	0	0	0	0	1	4	2	3
116	7369	BE	47	22	22	 	F	0	0	0	0	1	0	4	1	3
116	7369	BE	47	47	47	 	 	0	1	0	0	0	0	1	1	1
116	7369	BE	47	27	25	30	F	0	0	0	0	0	1	4	1	2
116	7369	BE	47	57	55	60	M	0	0	0	0	1	0	3	1	3
116	7369	BE	47	30	30	 	 	0	1	0	0	0	0	3	1	3
116	7369	BE	47	58	58	 	 	0	1	0	0	0	0	3	1	2
116	7369	BE	47	22	22	 	 	0	1	0	0	0	0	2	2	4
116	7369	BE	47	2	2	 	 	0	1	0	0	0	0	1	2	4
116	7369	BE	47	51	51	 	 	0	1	0	0	0	0	1	2	2
116	7369	BE	47	31	31	 	 	0	1	0	0	0	0	1	1	5
116	7369	BE	47	44	44	 	 	0	1	0	0	0	0	4	1	3
116	7369	BE	47	34	34	 	 	0	1	0	0	0	0	2	1	4
116	7369	BE	47	23	23	 	 	0	1	0	0	0	0	1	2	3
116	7369	BE	47	47	45	50	F	0	0	0	0	0	1	5	2	1
116	7369	BE	47	40	40	 	 	0	1	0	0	0	0	2	2	5
116	7369	BE	47	42	40	45	M	0	0	0	0	0	1	3	2	2
116	7369	BE	47	56	56	 	 	0	1	0	0	0	0	2	1	3
116	7369	BE	47	54	54	 	 	0	1	0	0	0	0	2	1	2
116	7369	BE	47	5	5	 	 	0	1	0	0	0	0	3	1	2
116	7369	BE	47	48	48	 	 	0	1	0	0	0	0	5	2	1
117	7370	BE	19	42	40	45	M	0	1	0	0	0	0	2	1	3
117	7370	BE	19	8	8	 	F	1	0	1	1	0	0	1	1	5
117	7370	BE	19	25	25	 	M	0	1	0	0	0	0	2	1	3
117	7370	BE	19	42	40	45	F	0	0	0	0	0	1	4	2	3
117	7370	BE	19	48	48	 	M	1	1	0	1	1	1	1	1	5
117	7370	BE	19	47	45	50	M	0	1	0	0	0	0	4	2	2
117	7370	BE	19	42	40	45	F	0	0	0	0	0	1	5	2	3
117	7370	BE	19	32	30	35	F	0	0	0	0	0	1	3	2	1
117	7370	BE	19	27	25	30	F	0	0	0	0	0	1	4	2	2
117	7370	BE	19	32	30	35	M	0	0	0	0	0	1	5	2	3
117	7370	BE	19	42	40	45	M	0	1	0	0	0	0	2	2	3
117	7370	BE	19	50	45	55	M	0	0	0	0	0	1	5	2	3
117	7370	BE	19	18	18	 	F	0	1	0	0	0	0	2	1	3
117	7370	BE	19	32	30	35	M	0	0	0	0	0	1	4	2	2
117	7370	BE	19	32	30	35	F	0	0	0	0	0	1	5	2	2
117	7370	BE	19	32	30	35	F	0	0	0	0	0	1	5	2	1
117	7370	BE	19	6	6	 	M	1	0	1	1	0	0	1	1	5
117	7370	BE	19	9	9	 	F	1	0	1	1	0	0	1	1	5
117	7370	BE	19	37	35	40	M	0	0	0	0	0	1	3	2	1
118	7371	BE	5	26	26	 	F	1	0	0	0	0	0	2	1	4
118	7371	BE	5	1	1	 	M	1	0	0	0	0	0	1	1	5
118	7371	BE	5	47	47	 	M	1	0	0	0	0	0	2	1	5
118	7371	BE	5	35	35	 	F	1	0	0	0	0	0	1	1	5
118	7371	BE	5	22	20	25	F	0	0	0	0	0	1	3	2	3
119	7372	BE	5	19	18	21	F	0	0	1	0	0	0	2	1	5
119	7372	BE	5	37	35	40	F	0	0	1	0	0	0	2	1	5
119	7372	BE	5	33	33	 	F	1	0	0	0	0	0	1	1	4
119	7372	BE	5	9	9	 	F	1	0	0	1	0	0	1	1	5
119	7372	BE	5	34	34	 	M	1	0	0	1	0	0	1	1	5
120	7373	BE	21	45	40	50	F	0	0	0	0	0	1	1	2	2
120	7373	BE	21	45	40	50	F	0	0	0	1	0	0	4	2	1
120	7373	BE	21	45	40	50	M	0	0	0	0	0	1	3	2	2
120	7373	BE	21	45	40	50	M	0	1	0	0	0	0	3	2	2
120	7373	BE	21	45	40	50	F	0	1	0	0	0	0	4	2	1
120	7373	BE	21	55	50	60	F	0	1	0	0	0	0	3	1	2
120	7373	BE	21	65	60	70	M	0	1	0	0	0	0	3	1	2
120	7373	BE	21	10	10	 	M	1	0	0	0	0	0	1	1	4
120	7373	BE	21	55	50	60	F	0	1	0	0	0	0	3	1	2
120	7373	BE	21	55	50	60	M	0	1	0	0	0	0	3	1	2
120	7373	BE	21	45	40	50	F	0	1	0	0	0	0	3	1	3
120	7373	BE	21	65	60	70	M	0	1	0	0	0	0	3	1	3
120	7373	BE	21	25	20	30	F	0	1	0	0	0	0	1	2	1
120	7373	BE	21	65	60	70	M	0	1	0	0	0	0	2	1	2
120	7373	BE	21	30	20	40	F	0	1	0	0	0	0	3	1	2
120	7373	BE	21	35	35	 	F	0	1	0	0	0	0	2	2	3
120	7373	BE	21	45	40	50	M	0	1	0	0	0	0	2	1	3
120	7373	BE	21	35	30	40	M	0	1	0	0	0	0	2	2	1
120	7373	BE	21	45	40	50	F	0	1	0	0	0	0	2	2	2
120	7373	BE	21	42	42	 	F	0	1	0	0	0	0	1	2	3
120	7373	BE	21	55	50	60	M	0	1	0	0	0	0	3	1	3
121	7374	BE	8	72	70	75	M	1	0	0	0	0	0	3	2	4
121	7374	BE	8	75	75	 	M	1	0	0	0	0	0	2	2	3
121	7374	BE	8	42	40	45	M	1	0	0	0	0	0	2	2	3
121	7374	BE	8	80	80	 	F	1	0	0	0	0	0	2	2	3
